movie_id,title,clean_title,year,genres
1200,Kim (1950),Kim,1950,Children|Drama
1201,Marlene Dietrich: Shadow and Light (1996) ,Marlene Dietrich: Shadow and Light (1996) ,,Documentary
1202,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)","Maybe, Maybe Not (Bewegte Mann, Der)",1994,Comedy
1203,Top Hat (1935),Top Hat,1935,Comedy|Musical|Romance
1204,To Be or Not to Be (1942),To Be or Not to Be,1942,Comedy|Drama|War
1205,"Secret Agent, The (1996)","Secret Agent, The",1996,Drama
1206,Amos & Andrew (1993),Amos & Andrew,1993,Comedy
1207,Jade (1995),Jade,1995,Thriller
1208,Kiss of Death (1995),Kiss of Death,1995,Crime|Drama|Thriller
1209,Mixed Nuts (1994),Mixed Nuts,1994,Comedy
1210,Virtuosity (1995),Virtuosity,1995,Sci-Fi|Thriller
1211,Blue Sky (1994),Blue Sky,1994,Drama|Romance
1212,Flesh and Bone (1993),Flesh and Bone,1993,Drama|Mystery|Romance
1213,Guilty as Sin (1993),Guilty as Sin,1993,Crime|Drama|Thriller
1214,In the Realm of the Senses (Ai no corrida) (1976),In the Realm of the Senses (Ai no corrida),1976,Drama
1215,Barb Wire (1996),Barb Wire,1996,Action|Sci-Fi
1216,Kissed (1996),Kissed,1996,Romance
1217,Assassins (1995),Assassins,1995,Thriller
1218,Friday (1995),Friday,1995,Comedy
1219,"Goofy Movie, A (1995)","Goofy Movie, A",1995,Animation|Children|Comedy|Romance
1220,Higher Learning (1995),Higher Learning,1995,Drama
1221,When a Man Loves a Woman (1994),When a Man Loves a Woman,1994,Drama
1222,Judgment Night (1993),Judgment Night,1993,Action
1223,King of the Hill (1993),King of the Hill,1993,Drama
1224,"Scout, The (1994)","Scout, The",1994,Drama
1225,Angus (1995),Angus,1995,Comedy
1226,Night Falls on Manhattan (1997),Night Falls on Manhattan,1997,Crime|Drama
1227,"Awfully Big Adventure, An (1995)","Awfully Big Adventure, An",1995,Drama
1228,Under Siege 2: Dark Territory (1995),Under Siege 2: Dark Territory,1995,Action
1229,Poison Ivy II (1995),Poison Ivy II,1995,Drama|Thriller
1230,Ready to Wear (Pret-A-Porter) (1994),Ready to Wear (Pret-A-Porter),1994,Comedy
1231,Marked for Death (1990),Marked for Death,1990,Action|Drama
1232,Madonna: Truth or Dare (1991),Madonna: Truth or Dare,1991,Documentary
1233,Nénette et Boni (1996),Nénette et Boni,1996,Drama
1234,Chairman of the Board (1998),Chairman of the Board,1998,Comedy
1235,"Big Bang Theory, The (1994)","Big Bang Theory, The",1994,Crime
1236,"Other Voices, Other Rooms (1997)","Other Voices, Other Rooms",1997,Drama
1237,Twisted (1996),Twisted,1996,Comedy|Drama
1238,Full Speed (1996),Full Speed,1996,Drama
1239,Cutthroat Island (1995),Cutthroat Island,1995,Action|Adventure|Romance
1240,Ghost in the Shell (Kokaku kidotai) (1995),Ghost in the Shell (Kokaku kidotai),1995,Animation|Sci-Fi
1241,"Van, The (1996)","Van, The",1996,Comedy|Drama
1242,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)","Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La)",1991,Comedy
1243,Night Flier (1997),Night Flier,1997,Horror
1244,Metro (1997),Metro,1997,Action
1245,Gridlock'd (1997),Gridlock'd,1997,Crime
1246,Bushwhacked (1995),Bushwhacked,1995,Comedy
1247,Bad Girls (1994),Bad Girls,1994,Western
1248,Blink (1994),Blink,1994,Thriller
1249,For Love or Money (1993),For Love or Money,1993,Comedy
1250,Best of the Best 3: No Turning Back (1995),Best of the Best 3: No Turning Back,1995,Action
1251,A Chef in Love (1996),A Chef in Love,1996,Comedy
1252,"Contempt (Mépris, Le) (1963)","Contempt (Mépris, Le)",1963,Drama
1253,"Tie That Binds, The (1995)","Tie That Binds, The",1995,Thriller
1254,Gone Fishin' (1997),Gone Fishin',1997,Comedy
1255,Broken English (1996),Broken English,1996,Drama
1256,"Designated Mourner, The (1997)","Designated Mourner, The",1997,Drama
1257,"Designated Mourner, The (1997)","Designated Mourner, The",1997,Drama
1258,Trial and Error (1997),Trial and Error,1997,Comedy|Romance
1259,Pie in the Sky (1995),Pie in the Sky,1995,Comedy|Romance
1260,Total Eclipse (1995),Total Eclipse,1995,Drama
1261,"Run of the Country, The (1995)","Run of the Country, The",1995,Drama
1262,Walking and Talking (1996),Walking and Talking,1996,Romance
1263,Foxfire (1996),Foxfire,1996,Drama
1264,Nothing to Lose (1994),Nothing to Lose,1994,Drama
1265,Star Maps (1997),Star Maps,1997,Drama
1266,Bread and Chocolate (Pane e cioccolata) (1973),Bread and Chocolate (Pane e cioccolata),1973,Drama
1267,Clockers (1995),Clockers,1995,Drama
1268,Bitter Moon (1992),Bitter Moon,1992,Drama
1269,Love in the Afternoon (1957),Love in the Afternoon,1957,Comedy|Romance
1270,Life with Mikey (1993),Life with Mikey,1993,Comedy
1271,North (1994),North,1994,Comedy
1272,Talking About Sex (1994),Talking About Sex,1994,Comedy|Drama
1273,Color of Night (1994),Color of Night,1994,Drama|Thriller
1274,Robocop 3 (1993),Robocop 3,1993,Sci-Fi|Thriller
1275,Killer (Bulletproof Heart) (1994),Killer (Bulletproof Heart),1994,Thriller
1276,Sunset Park (1996),Sunset Park,1996,Drama
1277,Set It Off (1996),Set It Off,1996,Action|Crime
1278,Selena (1997),Selena,1997,Drama|Musical
1279,Wild America (1997),Wild America,1997,Adventure|Children
1280,Gang Related (1997),Gang Related,1997,Crime
1281,Manny & Lo (1996),Manny & Lo,1996,Drama
1282,"Grass Harp, The (1995)","Grass Harp, The",1995,Drama
1283,Out to Sea (1997),Out to Sea,1997,Comedy
1284,Before and After (1996),Before and After,1996,Drama|Mystery
1285,Princess Caraboo (1994),Princess Caraboo,1994,Drama
1286,Shall We Dance? (1937),Shall We Dance?,1937,Comedy|Musical|Romance
1287,Ed (1996),Ed,1996,Comedy
1288,Denise Calls Up (1995),Denise Calls Up,1995,Comedy
1289,Jack and Sarah (1995),Jack and Sarah,1995,Romance
1290,Country Life (1994),Country Life,1994,Drama|Romance
1291,Celtic Pride (1996),Celtic Pride,1996,Comedy
1292,"Simple Wish, A (1997)","Simple Wish, A",1997,Children|Fantasy
1293,Star Kid (1997),Star Kid,1997,Adventure|Children|Fantasy|Sci-Fi
1294,Ayn Rand: A Sense of Life (1997),Ayn Rand: A Sense of Life,1997,Documentary
1295,Kicked in the Head (1997),Kicked in the Head,1997,Comedy|Drama
1296,Indian Summer (1996),Indian Summer,1996,Comedy|Drama
1297,Love Affair (1994),Love Affair,1994,Drama|Romance
1298,"Band Wagon, The (1953)","Band Wagon, The",1953,Comedy|Musical
1299,Penny Serenade (1941),Penny Serenade,1941,Drama|Romance
1300,'Til There Was You (1997),'Til There Was You,1997,Drama|Romance
1301,Stripes (1981),Stripes,1981,Comedy
1302,Late Bloomers (1996),Late Bloomers,1996,Comedy
1303,"Getaway, The (1994)","Getaway, The",1994,Action
1304,New York Cop (1996),New York Cop,1996,Action|Crime
1305,National Lampoon's Senior Trip (1995),National Lampoon's Senior Trip,1995,Comedy
1306,Delta of Venus (1994),Delta of Venus,1994,Drama
1307,Carmen Miranda: Bananas Is My Business (1994),Carmen Miranda: Bananas Is My Business,1994,Documentary
1308,Babyfever (1994),Babyfever,1994,Comedy|Drama
1309,"Very Natural Thing, A (1974)","Very Natural Thing, A",1974,Drama
1310,"Walk in the Sun, A (1945)","Walk in the Sun, A",1945,Drama
1311,Waiting to Exhale (1995),Waiting to Exhale,1995,Comedy|Drama
1312,"Pompatus of Love, The (1996)","Pompatus of Love, The",1996,Comedy|Drama
1313,Palmetto (1998),Palmetto,1998,Film-Noir|Mystery|Thriller
1314,Surviving the Game (1994),Surviving the Game,1994,Action|Adventure|Thriller
1315,Inventing the Abbotts (1997),Inventing the Abbotts,1997,Drama|Romance
1316,"Horse Whisperer, The (1998)","Horse Whisperer, The",1998,Drama
1317,"Journey of August King, The (1995)","Journey of August King, The",1995,Drama
1318,Catwalk (1995),Catwalk,1995,Documentary
1319,"Neon Bible, The (1995)","Neon Bible, The",1995,Drama
1320,Homage (1995),Homage,1995,Drama
1321,Open Season (1996),Open Season,1996,Comedy
1322,Metisse (Café au Lait) (1993),Metisse (Café au Lait),1993,Comedy
1323,"Wooden Man's Bride, The (Wu Kui) (1994)","Wooden Man's Bride, The (Wu Kui)",1994,Drama
1324,Loaded (1994),Loaded,1994,Drama|Thriller
1325,August (1996),August,1996,Drama
1326,Boys (1996),Boys,1996,Drama
1327,Captives (1994),Captives,1994,Drama
1328,Of Love and Shadows (1994),Of Love and Shadows,1994,Drama
1329,"Low Life, The (1994)","Low Life, The",1994,Drama
1330,An Unforgettable Summer (1994),An Unforgettable Summer,1994,Drama
1331,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)","Last Klezmer: Leopold Kozlowski, His Life and Music, The",1995,Documentary
1332,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud),1993,Drama
1333,Midnight Dancers (Sibak) (1994),Midnight Dancers (Sibak),1994,Comedy|Drama
1334,Somebody to Love (1994),Somebody to Love,1994,Drama
1335,American Buffalo (1996),American Buffalo,1996,Drama
1336,Kazaam (1996),Kazaam,1996,Children|Comedy|Fantasy
1337,Larger Than Life (1996),Larger Than Life,1996,Comedy
1338,Two Deaths (1995),Two Deaths,1995,Drama
1339,Stefano Quantestorie (1993),Stefano Quantestorie,1993,Comedy|Drama
1340,"Crude Oasis, The (1995)","Crude Oasis, The",1995,Romance
1341,Hedd Wyn (1992),Hedd Wyn,1992,Drama
1342,"Convent, The (Convento, O) (1995)","Convent, The (Convento, O)",1995,Drama
1343,Lotto Land (1995),Lotto Land,1995,Drama
1344,"Story of Xinghua, The (1993)","Story of Xinghua, The",1993,Drama
1345,"Day the Sun Turned Cold, The (Tianguo niezi) (1994)","Day the Sun Turned Cold, The (Tianguo niezi)",1994,Drama
1346,Dingo (1992),Dingo,1992,Drama
1347,"Ballad of Narayama, The (Narayama Bushiko) (1958)","Ballad of Narayama, The (Narayama Bushiko)",1958,Drama
1348,Every Other Weekend (1990),Every Other Weekend,1990,Drama
1349,Mille bolle blu (1993),Mille bolle blu,1993,Comedy
1350,Crows and Sparrows (1949),Crows and Sparrows,1949,Drama
1351,Lover's Knot (1996),Lover's Knot,1996,Comedy
1352,Shadow of Angels (Schatten der Engel) (1976),Shadow of Angels (Schatten der Engel),1976,Drama
1353,1-900 (1994),1-900,1994,Romance
1354,Venice/Venice (1992),Venice/Venice,1992,Drama
1355,Infinity (1996),Infinity,1996,Drama
1356,Ed's Next Move (1996),Ed's Next Move,1996,Comedy
1357,For the Moment (1994),For the Moment,1994,Romance|War
1358,The Deadly Cure (1996),The Deadly Cure,1996,Action
1359,Boys in Venice (1996),Boys in Venice,1996,Drama
1360,"Sexual Life of the Belgians, The (1994)","Sexual Life of the Belgians, The",1994,Comedy
1361,"Search for One-eye Jimmy, The (1996)","Search for One-eye Jimmy, The",1996,Comedy
1362,American Strays (1996),American Strays,1996,Action
1363,"Leopard Son, The (1996)","Leopard Son, The",1996,Documentary
1364,Bird of Prey (1996),Bird of Prey,1996,Action
1365,Johnny 100 Pesos (1993),Johnny 100 Pesos,1993,Action|Drama
1366,JLG/JLG - autoportrait de décembre (1994),JLG/JLG - autoportrait de décembre,1994,Documentary|Drama
1367,Faust (1994),Faust,1994,Animation
1368,Mina Tannenbaum (1994),Mina Tannenbaum,1994,Drama
1369,"Forbidden Christ, The (Cristo proibito, Il) (1950)","Forbidden Christ, The (Cristo proibito, Il)",1950,Drama
1370,I Can't Sleep (J'ai pas sommeil) (1994),I Can't Sleep (J'ai pas sommeil),1994,Drama|Thriller
1371,"Machine, The (1994)","Machine, The",1994,Comedy|Horror
1372,"Stranger, The (1994)","Stranger, The",1994,Action
1373,Good Morning (1971),Good Morning,1971,unknown
1374,Falling in Love Again (1980),Falling in Love Again,1980,Comedy
1375,"Cement Garden, The (1993)","Cement Garden, The",1993,Drama
1376,Meet Wally Sparks (1997),Meet Wally Sparks,1997,Comedy
1377,Hotel de Love (1996),Hotel de Love,1996,Comedy|Romance
1378,Rhyme & Reason (1997),Rhyme & Reason,1997,Documentary
1379,Love and Other Catastrophes (1996),Love and Other Catastrophes,1996,Romance
1380,Hollow Reed (1996),Hollow Reed,1996,Drama
1381,Losing Chase (1996),Losing Chase,1996,Drama
1382,"Bonheur, Le (1965)","Bonheur, Le",1965,Drama
1383,"Second Jungle Book: Mowgli & Baloo, The (1997)","Second Jungle Book: Mowgli & Baloo, The",1997,Adventure|Children
1384,Squeeze (1996),Squeeze,1996,Drama
1385,Roseanna's Grave (For Roseanna) (1997),Roseanna's Grave (For Roseanna),1997,Comedy|Romance
1386,Tetsuo II: Body Hammer (1992),Tetsuo II: Body Hammer,1992,Sci-Fi
1387,Fall (1997),Fall,1997,Romance
1388,Gabbeh (1996),Gabbeh,1996,Drama
1389,Mondo (1996),Mondo,1996,Drama
1390,"Innocent Sleep, The (1995)","Innocent Sleep, The",1995,Crime
1391,For Ever Mozart (1996),For Ever Mozart,1996,Drama
1392,"Locusts, The (1997)","Locusts, The",1997,Drama
1393,Stag (1997),Stag,1997,Action|Thriller
1394,Swept from the Sea (1997),Swept from the Sea,1997,Romance
1395,Hurricane Streets (1998),Hurricane Streets,1998,Drama
1396,Stonewall (1995),Stonewall,1995,Drama
1397,Of Human Bondage (1934),Of Human Bondage,1934,Drama
1398,Anna (1996),Anna,1996,Drama
1399,Stranger in the House (1997),Stranger in the House,1997,Thriller
1400,Picture Bride (1995),Picture Bride,1995,Drama|Romance
1401,M. Butterfly (1993),M. Butterfly,1993,Drama
1402,"Ciao, Professore! (1993)","Ciao, Professore!",1993,Drama
1403,Caro Diario (Dear Diary) (1994),Caro Diario (Dear Diary),1994,Comedy|Drama
1404,Withnail and I (1987),Withnail and I,1987,Comedy
1405,Boy's Life 2 (1997),Boy's Life 2,1997,Drama
1406,When Night Is Falling (1995),When Night Is Falling,1995,Drama|Romance
1407,"Specialist, The (1994)","Specialist, The",1994,Action
1408,Gordy (1995),Gordy,1995,Comedy
1409,"Swan Princess, The (1994)","Swan Princess, The",1994,Animation|Children
1410,Harlem (1993),Harlem,1993,Drama
1411,Barbarella (1968),Barbarella,1968,Adventure|Sci-Fi
1412,Land Before Time III: The Time of the Great Giving (1995) (V),Land Before Time III: The Time of the Great Giving (1995) (V),,Animation|Children
1413,Street Fighter (1994),Street Fighter,1994,Action
1414,Coldblooded (1995),Coldblooded,1995,Action
1415,"Next Karate Kid, The (1994)","Next Karate Kid, The",1994,Action|Children
1416,No Escape (1994),No Escape,1994,Action|Sci-Fi
1417,"Turning, The (1992)","Turning, The",1992,Drama
1418,"Joy Luck Club, The (1993)","Joy Luck Club, The",1993,Drama
1419,Highlander III: The Sorcerer (1994),Highlander III: The Sorcerer,1994,Action|Sci-Fi
1420,Gilligan's Island: The Movie (1998),Gilligan's Island: The Movie,1998,Comedy
1421,My Crazy Life (Mi vida loca) (1993),My Crazy Life (Mi vida loca),1993,Drama
1422,Suture (1993),Suture,1993,Film-Noir|Thriller
1423,"Walking Dead, The (1995)","Walking Dead, The",1995,Drama|War
1424,I Like It Like That (1994),I Like It Like That,1994,Comedy|Drama|Romance
1425,I'll Do Anything (1994),I'll Do Anything,1994,Comedy|Drama
1426,Grace of My Heart (1996),Grace of My Heart,1996,Comedy|Drama
1427,Drunks (1995),Drunks,1995,Drama
1428,SubUrbia (1997),SubUrbia,1997,Comedy
1429,Sliding Doors (1998),Sliding Doors,1998,Drama|Romance
1430,Ill Gotten Gains (1997),Ill Gotten Gains,1997,Drama
1431,Legal Deceit (1997),Legal Deceit,1997,Thriller
1432,"Mighty, The (1998)","Mighty, The",1998,Drama
1433,Men of Means (1998),Men of Means,1998,Action|Drama
1434,Shooting Fish (1997),Shooting Fish,1997,Romance
1435,"Steal Big, Steal Little (1995)","Steal Big, Steal Little",1995,Comedy
1436,Mr. Jones (1993),Mr. Jones,1993,Drama|Romance
1437,House Party 3 (1994),House Party 3,1994,Comedy
1438,Panther (1995),Panther,1995,Drama
1439,Jason's Lyric (1994),Jason's Lyric,1994,Crime|Drama
1440,Above the Rim (1994),Above the Rim,1994,Drama
1441,Moonlight and Valentino (1995),Moonlight and Valentino,1995,Drama|Romance
1442,"Scarlet Letter, The (1995)","Scarlet Letter, The",1995,Drama
1443,8 Seconds (1994),8 Seconds,1994,Drama
1444,That Darn Cat! (1965),That Darn Cat!,1965,Children|Comedy|Mystery
1445,Ladybird Ladybird (1994),Ladybird Ladybird,1994,Drama
1446,"Bye Bye, Love (1995)","Bye Bye, Love",1995,Comedy
1447,Century (1993),Century,1993,Drama
1448,My Favorite Season (1993),My Favorite Season,1993,Drama
1449,Pather Panchali (1955),Pather Panchali,1955,Drama
1450,Golden Earrings (1947),Golden Earrings,1947,Adventure|Romance
1451,Foreign Correspondent (1940),Foreign Correspondent,1940,Thriller
1452,Lady of Burlesque (1943),Lady of Burlesque,1943,Comedy|Mystery
1453,Angel on My Shoulder (1946),Angel on My Shoulder,1946,Crime|Drama
1454,Angel and the Badman (1947),Angel and the Badman,1947,Western
1455,"Outlaw, The (1943)","Outlaw, The",1943,Western
1456,Beat the Devil (1954),Beat the Devil,1954,Comedy|Drama
1457,Love Is All There Is (1996),Love Is All There Is,1996,Comedy|Drama
1458,"Damsel in Distress, A (1937)","Damsel in Distress, A",1937,Comedy|Musical|Romance
1459,Madame Butterfly (1995),Madame Butterfly,1995,Musical
1460,Sleepover (1995),Sleepover,1995,Comedy|Drama
1461,Here Comes Cookie (1935),Here Comes Cookie,1935,Comedy
1462,"Thieves (Voleurs, Les) (1996)","Thieves (Voleurs, Les)",1996,Crime|Drama|Romance
1463,"Boys, Les (1997)","Boys, Les",1997,Comedy
1464,"Stars Fell on Henrietta, The (1995)","Stars Fell on Henrietta, The",1995,Drama
1465,Last Summer in the Hamptons (1995),Last Summer in the Hamptons,1995,Comedy|Drama
1466,Margaret's Museum (1995),Margaret's Museum,1995,Drama
1467,"Saint of Fort Washington, The (1993)","Saint of Fort Washington, The",1993,Drama
1468,"Cure, The (1995)","Cure, The",1995,Drama
1469,Tom and Huck (1995),Tom and Huck,1995,Adventure|Children
1470,Gumby: The Movie (1995),Gumby: The Movie,1995,Animation|Children
1471,Hideaway (1995),Hideaway,1995,Thriller
1472,"Visitors, The (Visiteurs, Les) (1993)","Visitors, The (Visiteurs, Les)",1993,Comedy|Sci-Fi
1473,"Little Princess, The (1939)","Little Princess, The",1939,Children|Drama
1474,Nina Takes a Lover (1994),Nina Takes a Lover,1994,Comedy|Romance
1475,Bhaji on the Beach (1993),Bhaji on the Beach,1993,Comedy|Drama
1476,Raw Deal (1948),Raw Deal,1948,Film-Noir
1477,Nightwatch (1997),Nightwatch,1997,Horror|Thriller
1478,Dead Presidents (1995),Dead Presidents,1995,Action|Crime|Drama
1479,Reckless (1995),Reckless,1995,Comedy
1480,Herbie Rides Again (1974),Herbie Rides Again,1974,Adventure|Children|Comedy
1481,S.F.W. (1994),S.F.W.,1994,Drama
1482,"Gate of Heavenly Peace, The (1995)","Gate of Heavenly Peace, The",1995,Documentary
1483,"Man in the Iron Mask, The (1998)","Man in the Iron Mask, The",1998,Action|Drama|Romance
1484,"Jerky Boys, The (1994)","Jerky Boys, The",1994,Action|Comedy
1485,"Colonel Chabert, Le (1994)","Colonel Chabert, Le",1994,Drama|Romance|War
1486,Girl in the Cadillac (1995),Girl in the Cadillac,1995,Drama
1487,Even Cowgirls Get the Blues (1993),Even Cowgirls Get the Blues,1993,Comedy|Romance
1488,Germinal (1993),Germinal,1993,Drama
1489,Chasers (1994),Chasers,1994,Comedy
1490,Fausto (1993),Fausto,1993,Comedy
1491,Tough and Deadly (1995),Tough and Deadly,1995,Action|Drama|Thriller
1492,Window to Paris (1994),Window to Paris,1994,Comedy
1493,"Modern Affair, A (1995)","Modern Affair, A",1995,Romance
1494,"Mostro, Il (1994)","Mostro, Il",1994,Comedy
1495,Flirt (1995),Flirt,1995,Drama
1496,Carpool (1996),Carpool,1996,Comedy|Crime
1497,"Line King: Al Hirschfeld, The (1996)","Line King: Al Hirschfeld, The",1996,Documentary
1498,Farmer & Chase (1995),Farmer & Chase,1995,Comedy
1499,Grosse Fatigue (1994),Grosse Fatigue,1994,Comedy
1500,Santa with Muscles (1996),Santa with Muscles,1996,Comedy
1501,Prisoner of the Mountains (Kavkazsky Plennik) (1996),Prisoner of the Mountains (Kavkazsky Plennik),1996,War
1502,Naked in New York (1994),Naked in New York,1994,Comedy|Romance
1503,Gold Diggers: The Secret of Bear Mountain (1995),Gold Diggers: The Secret of Bear Mountain,1995,Adventure|Children
1504,"Bewegte Mann, Der (1994)","Bewegte Mann, Der",1994,Comedy
1505,Killer: A Journal of Murder (1995),Killer: A Journal of Murder,1995,Crime|Drama
1506,Nelly & Monsieur Arnaud (1995),Nelly & Monsieur Arnaud,1995,Drama
1507,Three Lives and Only One Death (1996),Three Lives and Only One Death,1996,Comedy
1508,"Babysitter, The (1995)","Babysitter, The",1995,Drama|Thriller
1509,Getting Even with Dad (1994),Getting Even with Dad,1994,Comedy
1510,Mad Dog Time (1996),Mad Dog Time,1996,Crime
1511,Children of the Revolution (1996),Children of the Revolution,1996,Comedy
1512,"World of Apu, The (Apur Sansar) (1959)","World of Apu, The (Apur Sansar)",1959,Drama
1513,Sprung (1997),Sprung,1997,Comedy
1514,Dream With the Fishes (1997),Dream With the Fishes,1997,Drama
1515,Wings of Courage (1995),Wings of Courage,1995,Adventure|Romance
1516,"Wedding Gift, The (1994)","Wedding Gift, The",1994,Drama
1517,Race the Sun (1996),Race the Sun,1996,Drama
1518,Losing Isaiah (1995),Losing Isaiah,1995,Drama
1519,New Jersey Drive (1995),New Jersey Drive,1995,Crime|Drama
1520,"Fear, The (1995)","Fear, The",1995,Horror
1521,Mr. Wonderful (1993),Mr. Wonderful,1993,Comedy|Romance
1522,Trial by Jury (1994),Trial by Jury,1994,Thriller
1523,"Good Man in Africa, A (1994)","Good Man in Africa, A",1994,Action|Adventure
1524,Kaspar Hauser (1993),Kaspar Hauser,1993,Drama
1525,"Object of My Affection, The (1998)","Object of My Affection, The",1998,Comedy|Romance
1526,Witness (1985),Witness,1985,Drama|Romance|Thriller
1527,Senseless (1998),Senseless,1998,Comedy
1528,Nowhere (1997),Nowhere,1997,Drama
1529,Underground (1995),Underground,1995,War
1530,Jefferson in Paris (1995),Jefferson in Paris,1995,Drama
1531,Far From Home: The Adventures of Yellow Dog (1995),Far From Home: The Adventures of Yellow Dog,1995,Adventure|Children
1532,Foreign Student (1994),Foreign Student,1994,Drama
1533,I Don't Want to Talk About It (De eso no se habla) (1993),I Don't Want to Talk About It (De eso no se habla),1993,Drama
1534,Twin Town (1997),Twin Town,1997,Comedy|Crime
1535,"Enfer, L' (1994)","Enfer, L'",1994,Drama
1536,Aiqing wansui (1994),Aiqing wansui,1994,Drama
1537,Cosi (1996),Cosi,1996,Comedy
1538,All Over Me (1997),All Over Me,1997,Drama
1539,Being Human (1993),Being Human,1993,Drama
1540,"Amazing Panda Adventure, The (1995)","Amazing Panda Adventure, The",1995,Adventure|Children
1541,"Beans of Egypt, Maine, The (1994)","Beans of Egypt, Maine, The",1994,Drama
1542,"Scarlet Letter, The (1926)","Scarlet Letter, The",1926,Drama
1543,Johns (1996),Johns,1996,Drama
1544,It Takes Two (1995),It Takes Two,1995,Comedy
1545,Frankie Starlight (1995),Frankie Starlight,1995,Drama|Romance
1546,Shadows (Cienie) (1988),Shadows (Cienie),1988,Drama
1547,"Show, The (1995)","Show, The",1995,Documentary
1548,The Courtyard (1995),The Courtyard,1995,Action|Thriller
1549,Dream Man (1995),Dream Man,1995,Thriller
1550,Destiny Turns on the Radio (1995),Destiny Turns on the Radio,1995,Comedy
1551,"Glass Shield, The (1994)","Glass Shield, The",1994,Drama
1552,"Hunted, The (1995)","Hunted, The",1995,Action
1553,"Underneath, The (1995)","Underneath, The",1995,Mystery|Thriller
1554,Safe Passage (1994),Safe Passage,1994,Drama
1555,"Secret Adventures of Tom Thumb, The (1993)","Secret Adventures of Tom Thumb, The",1993,Adventure|Children
1556,Condition Red (1995),Condition Red,1995,Action|Drama|Thriller
1557,Yankee Zulu (1994),Yankee Zulu,1994,Comedy|Drama
1558,Aparajito (1956),Aparajito,1956,Drama
1559,Hostile Intentions (1994),Hostile Intentions,1994,Action|Drama|Thriller
1560,Clean Slate (Coup de Torchon) (1981),Clean Slate (Coup de Torchon),1981,Crime
1561,Tigrero: A Film That Was Never Made (1994),Tigrero: A Film That Was Never Made,1994,Documentary|Drama
1562,"Eye of Vichy, The (Oeil de Vichy, L') (1993)","Eye of Vichy, The (Oeil de Vichy, L')",1993,Documentary
1563,"Promise, The (Versprechen, Das) (1994)","Promise, The (Versprechen, Das)",1994,Romance
1564,To Cross the Rubicon (1991),To Cross the Rubicon,1991,Drama
1565,Daens (1992),Daens,1992,Drama
1566,"Man from Down Under, The (1943)","Man from Down Under, The",1943,Drama
1567,Careful (1992),Careful,1992,Comedy
1568,Vermont Is For Lovers (1992),Vermont Is For Lovers,1992,Comedy|Romance
1569,"Vie est belle, La (Life is Rosey) (1987)","Vie est belle, La (Life is Rosey)",1987,Comedy|Drama
1570,Quartier Mozart (1992),Quartier Mozart,1992,Comedy
1571,Touki Bouki (Journey of the Hyena) (1973),Touki Bouki (Journey of the Hyena),1973,Drama
1572,Wend Kuuni (God's Gift) (1982),Wend Kuuni (God's Gift),1982,Drama
1573,Spirits of the Dead (Tre passi nel delirio) (1968),Spirits of the Dead (Tre passi nel delirio),1968,Horror
1574,Pharaoh's Army (1995),Pharaoh's Army,1995,War
1575,"I, Worst of All (Yo, la peor de todas) (1990)","I, Worst of All (Yo, la peor de todas)",1990,Drama
1576,"Hungarian Fairy Tale, A (1987)","Hungarian Fairy Tale, A",1987,Fantasy
1577,"Death in the Garden (Mort en ce jardin, La) (1956)","Death in the Garden (Mort en ce jardin, La)",1956,Drama
1578,"Collectionneuse, La (1967)","Collectionneuse, La",1967,Drama
1579,Baton Rouge (1988),Baton Rouge,1988,Thriller
1580,Liebelei (1933),Liebelei,1933,Romance
1581,"Woman in Question, The (1950)","Woman in Question, The",1950,Mystery
1582,T-Men (1947),T-Men,1947,Film-Noir
1583,"Invitation, The (Zaproszenie) (1986)","Invitation, The (Zaproszenie)",1986,Drama
1584,"Symphonie pastorale, La (1946)","Symphonie pastorale, La",1946,Drama
1585,American Dream (1990),American Dream,1990,Documentary
1586,Lashou shentan (1992),Lashou shentan,1992,Action|Crime|Drama
1587,Terror in a Texas Town (1958),Terror in a Texas Town,1958,Western
1588,Salut cousin! (1996),Salut cousin!,1996,Comedy|Drama
1589,Schizopolis (1996),Schizopolis,1996,Comedy
1590,"To Have, or Not (1995)","To Have, or Not",1995,Drama
1591,Duoluo tianshi (1995),Duoluo tianshi,1995,Drama
1592,"Magic Hour, The (1998)","Magic Hour, The",1998,Drama
1593,Death in Brunswick (1991),Death in Brunswick,1991,Comedy
1594,Everest (1998),Everest,1998,Documentary
1595,Shopping (1994),Shopping,1994,Action|Thriller
1596,Nemesis 2: Nebula (1995),Nemesis 2: Nebula,1995,Action|Sci-Fi|Thriller
1597,Romper Stomper (1992),Romper Stomper,1992,Action|Drama
1598,City of Industry (1997),City of Industry,1997,Crime|Thriller
1599,Someone Else's America (1995),Someone Else's America,1995,Drama
1600,Guantanamera (1994),Guantanamera,1994,Comedy
1601,Office Killer (1997),Office Killer,1997,Thriller
1602,"Price Above Rubies, A (1998)","Price Above Rubies, A",1998,Drama
1603,Angela (1995),Angela,1995,Drama
